"company","company_logo_url","description_preview","experience","full_description","location","posted_date","title","url"
"NeoXam Tunisie","https://static.naukimg.com/ni/nipjp/40001082/40001082_srp.gif","Responsible for planning and managing software releases, ensuring quality and coordination among teams, with expertise in SDLC, Agile, and CI/CD.","3 - 8 Years","Job Description Roles & Responsibilities As part of NeoXam s R&D department, the Release Manager is responsible for planning, coordinating, and managing DataHub software releases across multiple environments and projects. This role ensures smooth deployment of new features, enhancements, and fixes by aligning development, testing, and business teams. The Release Manager oversees the end-to-end release lifecycle from planning and build integration to testing, deployment, and post-release validation ensuring minimal disruption and maximum quality. MISSION Release Planning & Governance Define, document, and manage the overall release calendar across multiple stakeholders. Collaborate with product owners, development leads, and the QA team to identify release scope and dependencies. Establish and maintain release governance standards, policies, and processes. Coordination & Communication Act as the central point of contact for all release-related activities and communications. Facilitate release readiness reviews, go/no-go meetings, and post-release retrospectives. Communicate release scope, milestones, and risks to all stakeholders. Release Execution & Deployment Coordinate build deployments and ensure version control, tagging, and release documentation are properly maintained. Manage deployment pipelines (CI/CD) in collaboration with DevOps and Infrastructure teams. Ensure rollback, recovery, and contingency procedures are in place and tested. Quality & Risk Management Monitor release quality by aligning with QA team on testing outcomes and defect tracking. Identify potential risks and conflicts early in the release cycle and drive mitigation strategies. Track release metrics (success rate, failure rate, deployment time, etc.) to improve future performance. Automation & Continuous Improvement Partner with DevOps to streamline and automate release processes where feasible. Continuously review and enhance release processes for efficiency, predictability, and scalability. PROFILE Strong understanding of SDLC, Agile, DevOps, and CI/CD principles. Excellent organizational and stakeholder management skills. Hands-on experience with release tools such as Jira, Git, Bitbucket, Jenkins, Artifactory, good to have Azure DevOps, or GitLab CI/CD. Proven experience managing releases across multiple environments and teams (DEV, QA, UAT, PROD). Strong analytical and problem-solving abilities. Proven ability to work under pressure and manage multiple concurrent releases. It s even better if you have : Experience in regulated industries (finance, healthcare, etc.) with controlled release processes. PMO, Agile/Scrum or ITIL certification(s) Familiarity with cloud environments (AWS, Azure, GCP). We are looking for a highly rigorous and persistent professional with excellent communication skills and the ability to drive and promote best practices across teams. You will also bring a continuous improvement mindset and strong capabilities in risk management and issue resolution to support the team s performance and long-term success. WHAT WE OFFER A permanent contract (CDI). A pleasant and collaborative work environment, where team spirit is key. An attractive compensation package, including a fixed salary, performance bonus, meal vouchers, health and life insurance. A flexible and hybrid work model, combining remote work and on-site presence. And much more...","Tunis - Tunisia","3 Feb","Release Manager","https://www.naukrigulf.com/release-manager-jobs-in-tunis-tunisia-in-neoxam-tunisie-3-to-8-years-n-cd-40001082-jid-030226501119"
"think tank Business Solutions AG","https://static.naukimg.com/ni/nipjp/40002442/40002442_srp.gif","Responsible for developing cloud computing solutions, performing application maintenance, and utilizing DevOps tools with strong programming and communication skills.","1 - 3 Years","Job Description Roles & Responsibilities Responsibilities: Responsible for working with development teams to translate scalability, performance, reliability, and functional requirements to virtualized/cloud computing solutions with strong capacity in the management of cloud computing clusters. You will be responsible for routine application maintenance tasks, create requirements and procedures for implementing routine maintenance and troubleshooting existing information systems for errors, and resolving errors You will be responsible for developing and building IT solutions and installing and configure solutions, implement reusable components, translate technical requirements, assist with all stages of test data, develop interface stubs and simulators, and perform script maintenance and updates, Participate in the processes of strategic project-planning meetings and providing guidance and expertise on system options, Qualifications: Knowledge of best practices in support of IT operations and a good understanding of programming languages, including Java, br> Hands-on experience with configuration and use of DevOps tools and software process automation with popular scripting languages (Perl, python, ruby, shell, javascript ..).br> Proficiency in Cloud Services: Amazon web services. Microsoft Cloud Azure, Google Cloud, ../ Good understanding of System Administration: Monitoring Tools, Networking concepts, Backups.br> Good experience in terms of build, release, and configuration management in a CI/CD environment (version control, CM, ).br> Ability to work with containerization platforms such as Kubernetes, Docker; cloud provisioning software, including Ansible, br> Provide high performance cloud deployment solutions and maintain rapid deployment pipelines,br> Current understanding of best practices regarding system security measures.br> Strong written communications skills are necessary for writing clear and concise documentation also as well as verbal communication skills to relate with team members, clients, and others in a workplace./p>","Tunisia - Tunisia","29 Jan","Junior DevOps Engineer","https://www.naukrigulf.com/junior-devops-engineer-jobs-in-tunisia-in-think-tank-business-solutions-ag-1-to-3-years-n-cd-40002442-jid-290126501720"
"Hewlett-Packard","https://static.naukimg.com/ni/nipjp/10001411/10001411_srp.gif","Provide technical support for hardware and software issues, ensuring customer satisfaction and effective communication in Spanish while resolving problems.","0 - 1 Year","Job Description Roles & Responsibilities Job Description: We are looking for L1 Support Engineer with Spanish language to join our team! How you ll make your mark: Successfully resolve technical issues (hardware and software) from incoming internal or external businesses and end user's contacts and proactive notification systems. Respond to service, product, technical, and customer- relations questions on subjects such as features, specifications, and repairs on current and discontinued products, parts, and options, based on customer entitlement (warranty through mission-critical). . Resolve incoming internal or external businesses and end user's problems via telephone and e-support. Articulate both in writing and verbally case summary, resolution and add to Knowledge Management System (KMS). Proactively assist customers to avoid or reduce problem occurrence. Represent the company in a face to face customer location visit, industry conference/trade show, vendor meeting, etc. Engage team members for support as required to ensure internal or external business and end user SLA demands are met. Begin to partner with and assist the Sales Pursuit team. About you: 0-1 year experience in relevant technologies and customer environments. Relevant industry qualification where applicable Excellent verbal and written communication skills in language to be supported. Experience in troubleshooting in a technical environment. Excellent analytical and problem solving skills. Software and hardware knowledge of computing, storage and peripheral devices. Advanced proficiency with case management databases and tools. Superior customer service skills. Phone and remote support experience. E-support experience. Fluent Spanish language What We Can Offer You: Health & Wellbeing We strive to provide our team members and their loved ones with a comprehensive suite of benefits that supports their physical, financial and emotional wellbeing. Personal & Professional Development We also invest in your career because the better you are, the better we all are. We have specific programs catered to helping you reach any career goals you have whether you want to become a knowledge expert in your field or apply your skills to another division. Unconditional Inclusion We are unconditionally inclusive in the way we work and celebrate individual uniqueness. We know varied backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good.","Tunisia - Tunisia","27 Jan","L1 Storage Support Engineer with Spanish","https://www.naukrigulf.com/l1-storage-support-engineer-with-spanish-jobs-in-tunisia-in-hewlett-packard-0-to-1-year-n-cd-10001411-jid-270126503033"
"Hewlett-Packard","https://static.naukimg.com/ni/nipjp/10001411/10001411_srp.gif","The role involves resolving technical issues, providing customer support, and requires excellent communication skills in English and Italian.","0 - 1 Year","Job Description Roles & Responsibilities Job Description: We are looking for L1 Storage Support Engineer with Italian language to join our team! How you ll make your mark: Successfully resolve technical issues (hardware and software) from incoming internal or external businesses and end user's contacts and proactive notification systems. Respond to service, product, technical, and customer- relations questions on subjects such as features, specifications, and repairs on current and discontinued products, parts, and options, based on customer entitlement (warranty through mission-critical). . Resolve incoming internal or external businesses and end user's problems via telephone and e-support. Articulate both in writing and verbally case summary, resolution and add to Knowledge Management System (KMS). Proactively assist customers to avoid or reduce problem occurrence. Represent the company in a face to face customer location visit, industry conference/trade show, vendor meeting, etc. Engage team members for support as required to ensure internal or external business and end user SLA demands are met. Begin to partner with and assist the Sales Pursuit team. About you: 0-1 year experience in relevant technologies and customer environments. Relevant industry qualification where applicable Excellent verbal and written communication skills in language to be supported. Experience in troubleshooting in a technical environment. Excellent analytical and problem solving skills. Software and hardware knowledge of computing, storage and peripheral devices. Advanced proficiency with case management databases and tools. Superior customer service skills. Phone and remote support experience. E-support experience. Fluent English and Italian languages Additional Skills: Accountability, Accountability, Action Planning, Active Learning, Active Listening, Bias, Business Growth, Business Planning, Coaching, Commercial Acumen, Creativity, Critical Thinking, Cross-Functional Teamwork, Customer Experience Strategy, Customer Solutions, Data Analysis Management, Data Collection Management (Inactive), Data Controls, Design Thinking, Empathy, Follow-Through, Growth Mindset, Intellectual Curiosity (Inactive), Long Term Planning, Managing Ambiguity {+ 5 more} What We Can Offer You: Health & Wellbeing We strive to provide our team members and their loved ones with a comprehensive suite of benefits that supports their physical, financial and emotional wellbeing. Personal & Professional Development We also invest in your career because the better you are, the better we all are. We have specific programs catered to helping you reach any career goals you have whether you want to become a knowledge expert in your field or apply your skills to another division. Unconditional Inclusion We are unconditionally inclusive in the way we work and celebrate individual uniqueness. We know varied backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good.","Tunisia - Tunisia","27 Jan","L1 Storage Support Engineer Italian","https://www.naukrigulf.com/l1-storage-support-engineer-italian-jobs-in-tunisia-in-hewlett-packard-0-to-1-year-n-cd-10001411-jid-270126500900"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Implement software integrations, analyze requirements, configure solutions, and document technical implementations while possessing strong analytical and communication skills.","3 - 5 Years","Job Description Roles & Responsibilities Implement seamless software integrations,analyze requirements, draft specs, configure and develop solutions, connect REIS with client systems, model business rules, support deployment and document technical implementations. About Vneuron and Reis RCS Vneuron is a fast-growing RegTech company helping financial institutions stay ahead of compliance and risk challenges. Our solution, Reis RCS , supports banks and financial services in fighting financial crime through advanced technology. In 2025, Vneuron was named among the Top Innovators in the FinCrimeTech50 and won the Best Compliance as a Service Solution at the RegTech Insight Awards Europe. Weve also been recognized in the RegTech100 for the fourth year in a row a global list of the most innovative companies in the field. If youre looking to join a team thats making a real impact in the world of compliance and technology, Vneuron is the place to be. Our Culture & Values Vneuron puts the development of its team at the heart of its priorities. We provide a pleasant and comfortable work environment. Our organization is collaborative and flat-structured. And, our management is available and present. Moreover, We have a passionate and committed young team who values respect and sharing spirit. You will be surrounded by highly skilled experts willing to guide you to evolve in all aspects of your career. We aim to spread our innovative technology worldwide, so we can take part in generating a positive impact. We believe that every person is unique and special. Thus, we provide attentive and active listening to your ideas and propositions as we believe that you will have an essential role in achieving our next milestone. Why would you love to join us? Challenging context to expand your technical and professional skills Opportunity to start a promising career Pleasant and comfortable work environment (Relaxation and play areas) Work along with our passionate and brilliant Spark team Highly qualified mentor to guide you through the realization of your project Being surrounded by Highly skilled experts in different fields such as Software Architecture, Software Release Management, Software Quality Assurance, Project Management, Consulting, Selling, etc. Equal opportunity no matter your gender, religion, culture, color, etc. Responsibilities: Analyze project requirements while considering the functionalities of the REIS suite. Contribute to the drafting of technical specification documents. Perform configurations and developments required for the implementation of technical and functional requirements. Integrate and implement interfacing mechanisms between the REIS suite and the clients information system. Model business rules and implement them in the REIS platform, following best practices. Estimate the workload needed to complete the technical part of the project. Provide support during the deployment and acceptance testing phases in the clients environment. Write documentation for the implemented technical solutions. Profile: Having a degree in Computer Science, ideally with a component in Business Management. Having strong analytical skills, allowing for effective modeling and optimal implementation of business needs. Demonstrating rigor, method, and a solution-oriented mindset. Possessing excellent communication abilities and ease in collaborative environments. Being adaptable and able to perform well under pressure. Good knowledge of JavaScript, Postman, Form.io, Freemarker, UML/BPMN, GitLab, SQL, and PostgreSQL. Good mastery of data integration mechanisms and tools such as Talend/ETL and Spring Integration. Proficient in Microsoft Office tools. Benefits : The opportunity to work on exciting projects that are generating a positive impact around the world. Career Growth opportunity Healthcare and wellness Benefits to you and your family An evolving and pleasant environment where diversity is applauded, and success is celebrated. Appropriate conditions to help you focus on what you love doing A winning team that has relied on Respect, Sharing and Passion for what it does Equal Employment Opportunities : Gender, religious, culture equity Possibility to work remotely","Tunis - Tunisia","27 Jan","Software Integration Consultant","https://www.naukrigulf.com/software-integration-consultant-jobs-in-tunis-tunisia-in-vneuron-3-to-5-years-n-cd-10009202-jid-270126500137"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Support revenue analysis, monitor key performance indicators, improve billing processes, and validate records; requires finance knowledge and proficiency in Excel.","0 - 2 Years","Job Description Roles & Responsibilities Support revenue analysis and financial reporting. Monitor key performance indicators (MRR, TTM, churn rate, etc.). Assist in improving billing and collection processes. Help prepare management presentations and reports. Support revenue assurance by validating records against contracts. Main Responsibilities: Support revenue analysis and financial reporting. Monitor key performance indicators (MRR, TTM, churn rate, etc.). Assist in improving billing and collection processes. Help prepare management presentations and reports. Support revenue assurance by validating records against contracts.","Tunis - Tunisia","23 Jan","Revenue Management Assistant - Part-time","https://www.naukrigulf.com/revenue-management-assistant-part-time-jobs-in-tunis-tunisia-in-vneuron-0-to-2-years-n-cd-10009202-jid-230126501483"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Provide personalized IT support, troubleshoot incidents, develop customer relationships, and collaborate on knowledge base enhancement using various technologies.","0 - 2 Years","Job Description Roles & Responsibilities Apply organizations processes to provide efficient, personalized support for both Tunisian and foreign clients. Monitor, troubleshoot and resolve application incidents reported by the client with respect of fixed SLA and deadlines. Prioritize and categorize incidents. Track and document issues and resolutions. Troubleshoot issues by using the organizations knowledge base and other resources available. Collaborate in developing and enriching the organization knowledge base. Generate necessary reports required by the IT department and/or the client. Handle escalation and coordination with R&D engineers. Handle communication with clients and other support levels. Handle new features development and configuration using the system tools and based on client change requests.","Tunis - Tunisia","23 Jan","IT Support Engineer - Integration Specialist","https://www.naukrigulf.com/it-support-engineer-integration-specialist-jobs-in-tunis-tunisia-in-vneuron-0-to-2-years-n-cd-10009202-jid-230126501481"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Monitor and analyze revenue performance, support forecasting models, collaborate with teams, and produce reports; requires strong analytical skills and proficiency in Excel.","0 - 2 Years","Job Description Roles & Responsibilities Monitor, analyze, and drive revenue performance (MRR, TTM, churn, upsell/cross-sell). Support the design and improvement of forecasting models. Collaborate with sales, finance, and product teams to optimize performance. Produce regular reports and ad hoc analyses for management. Inspect ERP data for errors and recommend corrective actions. Ensure revenue accuracy by validating financials against contracts. Perform variance analysis and provide insights for management. Contribute to the continuous improvement of revenue management processes.","Tunis - Tunisia","23 Jan","Revenue Management Analyst","https://www.naukrigulf.com/revenue-management-analyst-jobs-in-tunis-tunisia-in-vneuron-0-to-2-years-n-cd-10009202-jid-230126501479"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Collaborate with the Chief Technology Officer to shape product strategy, lead engineering teams, and develop software using JAVA frameworks and agile methodologies.","5 - 7 Years","Job Description Roles & Responsibilities Work along with the CTO to set the roadmap and ensure its proper implementation Participate in shaping product strategy and making technical decisions Architect and develop new functionalities Coach and lead technically our engineering team Evaluate and improve the performance, maintainability, and security of applications in production. Work in an agile environment Participate in team development Leading, planning and budgeting projects What You Wont Be Doing You will not be making any decisions based primarily on saving money. You will not participate in pointless or ineffective meetings. So we give you the time and resources to live your passion. You will not be talking to customers. You will definitely not receive demands from people who dont understand the trade. Required profile Significant experience in the field of software Significant experience with JAVA frameworks (Spring, Hibernate) and Frontendbr> technologies (Angular, Typescript). Knowledge of Elasticsearch and Postgresql technologies Solid foundation in computer science, with strong competencies in algorithms, data structures, software design, and building large, distributed systems. A good technical curiosity to ensure permanent watch of the most recentbr> technologies. Proactive and having a problem-solving mindset A good experience in engineering leadership roles Ability to guide team members towards optimal problem solving Ability to work in an agile environment Very good at explaining why and how","Tunisia - Tunisia","23 Jan","Head of R&D Engineering","https://www.naukrigulf.com/head-of-r-d-engineering-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501476"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Lead and supervise a team in Java development, ensuring code quality, guiding junior developers, and participating in technology choices and software design.","5 - 7 Years","Job Description Roles & Responsibilities Lead and Supervise technically your team Guide your Team through technical issues and challenges Participate in technological choices, design and development of Vneurons products and projects. Ensure good code quality and respect the best practices of modern coding Develop work schedules and establish the load and time estimates Develop new software functionalities keep up to date with industry trends Bring the fruits of your experience to improve the collective effectiveness of the team Contribute to the recruitment of young developers","Tunis - Tunisia","23 Jan","Java Technical Lead","https://www.naukrigulf.com/java-technical-lead-jobs-in-tunis-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501475"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Analyze customer needs, define solutions, prepare specifications, coordinate teams, and train users, requiring strong communication and analytical skills.","1 - 7 Years","Job Description Roles & Responsibilities Analyze needs, shape solutions, gather and define requirements, lead business discussions, prepare functional specs, align R&D, QA and delivery, coordinate teams and train end-users to ensure smooth adoption and customer satisfaction. You will have the opportunity to work on exciting projects that are generating a positive impact around the world. We believe that every person is unique and special. Thus, we provide an attentive and active listening to your ideas and propositions as we believe that you will have an essential role in shaping the future of Vneuron's value proposition. What you will be doing ? Identify and collect customers requirements Conduct business meetings to analyze and frame customers need Conceive and define the optimal solution for customer need Prepare detailed functionnal specifications of the project Ensure clear understanding of customers requirements by r&d, QA, and delivery teams Coordinate with multidisciplinary teams to ensure customer satisfaction Ensure workshops to train final user about our software","Tunisia - Tunisia","23 Jan","Software Business Analyst","https://www.naukrigulf.com/software-business-analyst-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501473"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Design solutions and roadmaps, debug issues, document best practices, and communicate with stakeholders; requires software engineering diploma and expertise in JAVA frameworks a...","5 - 7 Years","Job Description Roles & Responsibilities Designing and recommending solutions along with roadmaps for proposed implementations. Debugging issues and generating performance analyses for deployed solutions. Documenting and sharing best practices while advocating for process improvements. Communicating with teams, clients, and project stakeholders while providing technical oversight at all project stages.","Tunisia - Tunisia","23 Jan","Solution Architect","https://www.naukrigulf.com/solution-architect-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501470"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Manage accounts payable, payroll, and expense reports while ensuring compliance; requires a degree in accounting and strong computer skills.","2 - 7 Years","Job Description Roles & Responsibilities Ensure accounts payable, invoice and expense entry, prepare social and tax declarations, manage payroll, leave and expense reports, while guaranteeing compliance and efficiency in a dynamic environment. Manage accounts payable, including the entry of purchase invoices, overhead costs and fixed assets. Classifying and sorting accounting documents Prepare social and tax declarations Track and record expense reports. Manage leave and monitor absences (schedules, absences, paid leave) Manage payroll and all administrative aspects (preparation, data entry, calculation, verification) Configure the payroll tool and monitor regulatory changes and the application of social legislation.","Tunis - Tunisia","23 Jan","Accounting Assistant","https://www.naukrigulf.com/accounting-assistant-jobs-in-tunis-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126501465"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Research and identify growth opportunities, optimize marketing tactics, and analyze competitive landscapes while requiring a bachelor's degree and strong communication skills.","2 - 7 Years","Job Description Roles & Responsibilities Missions / What you will do Researching and understanding the company's long-term goals. Pinpointing issues that are hampering growth for the business. Choosing, setting, and prioritizing growth goals for the company. Identifying growth opportunities for the company. Testing and optimizing marketing tactics for customer acquisition and conversion rate optimization Conducting and presenting competitive analyses and market research Proposing new initiatives to attract prospects and convert leads as well as testing new approaches to capture existing demand Translating ideas to actionable items that deliver business results Analyzing, recommending and lead the implementation of improvement initiatives Keep abreast with the latest trends and changes in the digital marketing","Tunisia - Tunisia","23 Jan","Growth Hacker","https://www.naukrigulf.com/growth-hacker-jobs-in-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126501462"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Assist in vulnerability management, update security policies, support incident response, and contribute to Zero Trust initiatives while possessing a diploma in Cyber Security.","1 - 7 Years","Job Description Roles & Responsibilities As a Cyber Security Analyst, you will: Assist with the setup and day-to-day management of tools for vulnerability management and threat detection. Help update and maintain security policies, procedures, and standards to stay compliant with best practices and regulations. Support SIEM/SOAR operations by tuning alerts, adjusting rules, and working with DevOps on incident triage. Take part in post-incident reviews to evaluate and improve our security controls. Work closely with R&D and DevOps to ensure strong access controls, endpoint protection, and patch management. Use tools like Microsoft Defender and Azure Security Center to help prioritize remediation efforts based on risk. Contribute to the rollout and improvement of Zero Trust security initiatives. Monitor logs across systems, firewalls, and applications to support timely detection and response to potential threats. Participate in regular risk assessments, documenting findings and suggesting actionable improvements. Join incident response reviews and help implement lessons learned to prevent future issues. Explore new security tools and automation opportunities to help us stay ahead of threats. Why Join Us? Make an Impact: Youll help protect critical systems, data, and infrastructure from real-world threats. Work with Modern Tools: We use the latest in cloud-native security, automation, and DevSecOps practices.","Tunisia - Tunisia","23 Jan","Cyber Security Analyst","https://www.naukrigulf.com/cyber-security-analyst-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501459"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsible for lead generation, customer relationship management, and market intelligence; requires strong analytical skills and proficiency in multiple languages.","1 - 7 Years","Job Description Roles & Responsibilities Prospecting, Lead generation, and new customer relationships establishment Market and competitive intelligence Identifying customer needs Presenting our company and its products to stimulate the interest of prospects for a Proof Of Concept demo Exploitation of Vneruon CRM to log and update all activities Customer Proposal Management Work closely with the Account Management team to convert detected opportunities into new customers","Tunis - Tunisia","23 Jan","Sales Development Representative","https://www.naukrigulf.com/sales-development-representative-jobs-in-tunis-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501455"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsibilities include data cleaning, lead sourcing, data enrichment, qualification, and collaboration with sales and marketing teams; requires analytical skills and excellent...","1 - 3 Years","Job Description Roles & Responsibilities Missions / What you will do Data Cleaning and Maintenance: Regularly review and clean CRM data to ensure accuracy and completeness. Identify and rectify any inconsistencies or errors within the database Lead Sourcing: Utilize various sources to identify and gather potential leads for different sectors and regions. Implement effective strategies to maximize lead generation efforts. Data Enrichment: Enhance CRM data by gathering additional information relevant to leads, including industry trends, company news, and contact details. Qualification: Evaluate lead quality and relevance to ensure alignment with our target audience. Implement lead scoring methods to prioritize high-potential leads. Collaboration: Work closely with the sales and marketing teams to align lead generation efforts with overall business objectives. Provide regular updates on lead generation metrics and performance.","Tunisia - Tunisia","23 Jan","English Speaker Lead Generation Specialist","https://www.naukrigulf.com/english-speaker-lead-generation-specialist-jobs-in-tunisia-in-vneuron-1-to-3-years-n-cd-10009202-jid-230126501453"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Install, configure and deploy hardware, provide technical support, manage inventory, requiring strong analytical skills and knowledge of Linux and Windows environments.","2 - 7 Years","Job Description Roles & Responsibilities Install, configure and deploy computer hardware and security equipment, assist users, resolve technical issues, manage IT purchases and monitor inventory to ensure smooth operation. Assignment : Assemble, install and commission new computer hardware and security equipment. Provide technical support to users. Diagnose and resolve equipment malfunctions. Ordering computer equipment. Monitor stock levels. Required skills: Linux and Windows environments. Good knowledge of LAN networks. Passionate about new technologies. Versatile, rigorous and well organized Ability to work under pressure. Ability to manage emergencies. What do we propose? The opportunity to work in stimulating environments and contribute to a positive impact on a global scale Opportunities for career advancement and development Health and wellness benefits for you and your family A dynamic and pleasant environment, fostering the acquisition of new skills Working conditions adapted to allow you to focus on what you love doing A high-performing team built on respect, sharing, and a passion for the profession Equal opportunities in employment, without distinction of gender, religion, culture or other Next step Do you have the audacity and the will to succeed? Don't wait any longer, come and contribute to your success and ours! Follow us on LinkedIn to learn more about our Spark team and our solutions.","Tunis - Tunisia","23 Jan","Systems and Network Administrator","https://www.naukrigulf.com/systems-and-network-administrator-jobs-in-tunis-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126500106"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsible for defining Quality Assurance processes, developing test plans, conducting test automation, and collaborating with teams to ensure quality software delivery.","5 - 7 Years","Job Description Roles & Responsibilities Software Quality testing is a necessity as we believe that it is the key to reach perfection. Your main mission will be to prove that our software is broken and to detect its failures and defects. Your will : Define and drive the Quality Assurance processes using both manual and automated testing. Develop software test plans and perform test validation scenarios Develop and conduct test automation scripts Lead the team on technical aspects and participate in its development Identify, document and track anomalies and non-conformances Review technical specifications Ensure quality deliveries and respect of project requirements Collaborate with multidisciplinary teams : Product, r&d, BA, delivery Ensure a continuous improvement of our QA process Provide regular reports Make it work, make it right, make it fast.i> em> Kent Beck/em> /i>","Tunisia - Tunisia","23 Jan","Senior Software QA Engineer","https://www.naukrigulf.com/senior-software-qa-engineer-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126500105"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsibilities include lead generation, client relationship building, and market monitoring; requires strong analytical skills and proficiency in French and English.","1 - 7 Years","Job Description Roles & Responsibilities Proposed Missions Prospecting, lead generation and establishing new relationships with clients. Monitoring the market and the competition. Determine customer needs. Presenting our company and its products to stimulate the interest of prospects for a proof-of-concept demonstration. Using Vneuron CRM to record and update all activities. Managing customer proposals. Working closely with the account management team to convert identified opportunities into new clients. Desired profile A degree in French language, computer science, finance or a huge interest in these three fields. You have strong analytical and problem-solving skills. You have excellent interpersonal and communication skills. You are dynamic and enterprising. An excellent level of written and spoken French is imperative. A good level of English is appreciated. A good level in a third language (Spanish, Turkish, Portuguese). A strong interest and desire to progress in the commercial field. Understanding the sales process is an asset.","Tunisia - Tunisia","23 Jan","Specialist in Sales Prospecting","https://www.naukrigulf.com/specialist-in-sales-prospecting-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126500104"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Lead client relationships, drive sales cycles, and ensure customer nurturing with excellent negotiation skills and strong communication in English and French.","5 - 10 Years","Job Description Roles & Responsibilities Lead impactful client relationships by identifying opportunities, shaping tailored solutions, driving the full sales cycle and closing strategic deals, while representing our company with excellence and delivering insightful reporting. Vneuron is a fast-growing RegTech company helping financial institutions stay ahead of compliance and risk challenges. Our solution, Reis RCS, supports banks and financial services in fighting financial crime through advanced technology. In 2025, Vneuron was named among the Top Innovators in the FinCrimeTech50 and won the Best Compliance as a Service Solution at the RegTech Insight Awards Europe. Weve also been recognized in the RegTech100 for the fourth year in a row on a global list of the most innovative companies in the field. If you're looking to join a team thats making a real impact in the world of compliance and technology, Vneuron is the place to be. Vneuron puts the development of its team at the heart of its priorities. We provide a pleasant and comfortable work environment. Our organizational structure is flat and collaborative, and our management is available and present. We invite you to be part of a passionate and committed young team who values respect and sharing spirit. You will be surrounded by highly skilled technical and functional experts willing to guide you to evolve in all aspects of your career. We believe that every person is unique and special. Thus, we provide attentive and active listening to your ideas and propositions as we believe that you will have an essential role in achieving our next milestone and shaping the future of Vneurons value proposition. What you will be doing Prospect territories and Qualify Business opportunities Participate in Business Development Strategies Ensure Customer Nurturing by developing good relationships with potential interlocutors Participate in well responding to proposals with the collaboration of the presales team Analyze prospects' and customers need Represent our Company and products Ensure the coordination and supervision of the whole sale process Ensure financial negotiations and contracts conclusion Prepare regular reporting What do we offer? The opportunity to work in exciting contexts and to help generate a positive impact around the world. Career Growth opportunity Healthcare and wellness Benefits to you and your family An evolving and pleasant environment that challenges you to develop new skills Appropriate conditions to help you focus on what you love doing A winning team that has relied on Respect, Sharing, and Passion for what it does Equal Employment Opportunities no matter your gender, religious, culture, etc Your Next Steps If you have the ambition to stimulate your career with new challenges while capitalizing on your potential and your perpetual thirst for learning, this job is for you. Apply Now and become the next Spark! Follow us on LinkedIn to learn more about the Spark team and our Spark solutions. We would be delighted to meet you and give you much more information!","Tunisia - Tunisia","23 Jan","Account Manager","https://www.naukrigulf.com/account-manager-jobs-in-tunisia-in-vneuron-5-to-10-years-n-cd-10009202-jid-230126500101"
