title,company,location,date,job_link,description,source,required_skills
Tech Lead Senior GCP,Databiz,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/2000371/tech-lead-senior-gcp/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Tech Lead Senior GCP Description de l’emploi Dans le cadre du développement de nos activités Data & Cloud, nous recherchons un Tech Lead Senior GCP capable de piloter la conception et la mise en œuvre de plateformes data modernes, scalables et sécurisées sur Google Cloud Platform. Vous jouerez un rôle clé dans la définition des architectures cloud, l’encadrement technique des équipes et la mise en œuvre des meilleures pratiques d’ingénierie. Vous interviendrez sur des projets stratégiques à forte valeur ajoutée, dans un environnement innovant et orienté performance. Créée en 2004, AUTOBIZ est une société européenne, ayant aujourd’hui ses bureaux à Paris, Valence, Milan et Berlin. Elle compte aujourd’hui 200+ collaborateurs et fait partie des trois 1ers fournisseurs de valeurs de marché au monde du secteur automobile. Spécialisée dans la conception d’outils de données en temps réel, la société déploie, pour le compte de ses clients (constructeurs automobiles, concessionnaires, assureurs, loueurs longue durée) une large gamme de services/ solutions de pilotage et d’aide à la décision pour le secteur automobile Le groupe automobile PSA (Peugeot-Citroën) est entré au capital de l’entreprise en 2017. Cette collaboration renforce la position d’AUTOBIZ sur le marché automobile à l’international et lui permet de développer de nouvelles solutions au quotidien. Compétences requises Ce que nous offrons : Nous sommes une équipe soudée, curieuse, passionnée, engagée et tournée vers l’apport d’impact positif Nous offrons à nos collaborateurs : -Un cadre de travail agréable - Rémunération attractive pour les meilleurs profils - Des avantages sociaux : des tickets restaurants/cadeaux, prime d’assiduité, assurance groupe, primes Aid, prime vacances. TYPE DE CONTRAT : CDI Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Tech Lead Senior GCP",tanitjob,"gcp, go, r, scala"
Software Product Manager,ZetaBox,"Sfax, Sfax, Tunisie",,https://www.tanitjobs.com/job/1998178/software-product-manager/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Sfax » Software Product Manager About the RoleWe are looking for a driven and product-obsessed Software Product Manager to join our growing team. You will own the product lifecycle from discovery to delivery — translating user needs and business goals into a clear, executable roadmap that engineering and design teams can rally behind. Key Responsibilities • Define and own the product vision, strategy, and roadmap aligned with company objectives • Conduct user research, competitive analysis, and data-driven discovery • Write clear PRDs, user stories, and acceptance criteria for engineering teams • Lead sprint planning, backlog grooming, and cross-functional ceremonies • Monitor KPIs post-launch and iterate based on data and user feedback • Manage and mentor junior product team members • Identify opportunities to embed AI capabilities into product features and internal workflows • Communicate product decisions clearly to stakeholders at all levels What We Offer • Competitive salary based on experience • Flexible/hybrid work arrangements • Direct impact on product decisions from day one • A fast-moving team that embraces AI and new technology Requirements • Minimum 3 years of experience in software product development • At least 1 year in a management or team lead position • Advanced proficiency in spoken and written English • Solid understanding of Agile/Scrum methodologies • Strong analytical mindset with experience working alongside engineering and design teams • Genuine passion for AI — you actively follow trends and use AI tools in your day-to-day workNice to Have • Experience in mobile product development (iOS and/or Android) • Experience shipping SaaS or AI-powered products • Familiarity with tools like Jira, Linear, Notion, or Figma • Background in software engineering or UX Emploi Tunisie » Offres d'emploi à Sfax » Software Product Manager",tanitjob,"agile, go, r, scrum"
TECHNICIEN EN SÉCURITÉ ÉLECTRONIQUE,MTS,"Menzah, Ariana, Tunisie",,https://www.tanitjobs.com/job/1997422/technicien-en-sécurité-électronique/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Ariana » TECHNICIEN EN SÉCURITÉ ÉLECTRONIQUE Dans le cadre de notre développement, nous recherchons un technicien en sécurité électronique spécialisé dans l’installation et la maintenance de systèmes de sécurité. Missions principales : Emploi Tunisie » Offres d'emploi à Ariana » TECHNICIEN EN SÉCURITÉ ÉLECTRONIQUE",tanitjob,
Chargée du Traitement des Images & de la Mise en Ligne des Produits,TITA GROUP,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1991514/chargée-du-traitement-des-images-de-la-mise-en-ligne-des-produits/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Sfax » Chargée du Traitement des Images & de la Mise en Ligne des Produits TITA GROUP recrute !Nous recherchons une Chargée du Traitement des Images & de la Mise en Ligne des Produits pour rejoindre notre équipe e-commerce sangoor.tn Tu as l'œil pour les détails visuels et tu aimes voir les produits bien présentés en ligne ? Ce poste est fait pour toi ! Tu seras responsable de préparer, retoucher et publier les produits sur notre site sangoor.tn — un rôle clé pour offrir une expérience d'achat de qualité à nos clients. - Traiter et retoucher les images produits (recadrage, fond, colorimétrie, qualité visuelle) - Rédiger et mettre en forme les fiches produits (titre, description, caractéristiques) - Insérer et publier les articles sur le site via le back-office - Vérifier la conformité des fiches publiées (images, prix, stock, catégorie) - Assurer la mise à jour régulière du catalogue produits en ligne Emploi Tunisie » Offres d'emploi à Sfax » Chargée du Traitement des Images & de la Mise en Ligne des Produits",tanitjob,"go, r"
stagiaires PFE (Fullstack Web & Mobile),DEVELOP MARK,"Montplaisir, Tunis, Tunisie",,https://www.tanitjobs.com/job/1994142/stagiaires-pfe-fullstack-web-mobile/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Tunis » stagiaires PFE (Fullstack Web & Mobile) Develop Mark recrute des stagiaires PFE (Fullstack Web & Mobile)Dans le cadre de notre développement, Develop Mark recherche des stagiaires motivés pour des projets de fin d’études (PFE) en développement Fullstack Web ou Mobile. Missions :Participer à la conception et au développement d’applications web ou mobilesCollaborer avec l’équipe technique sur des projets innovantsIntégrer des fonctionnalités modernes (API, IA, automatisation…)Optimiser les performances et l’expérience utilisateurContribuer à toutes les phases du cycle de développement (analyse, développement, tests, déploiement)???? Profil recherché :Étudiant(e) en informatique ou domaine similaireBonne maîtrise des fondamentaux (algorithmique, structures de données, programmation)Connaissances en développement Web (React, Node.js…) ou Mobile (Flutter, React Native…)Intérêt pour les outils d’intelligence artificielle (ChatGPT, Claude, etc.)Esprit d’équipe, autonomie et capacité à apprendre rapidement Ce que nous offrons :Encadrement et accompagnement tout au long du stageTravail sur des projets concrets et innovantsEnvironnement dynamique et orienté nouvelles technologiesPossibilité de pré-embauche selon performance Emploi Tunisie » Offres d'emploi à Tunis » stagiaires PFE (Fullstack Web & Mobile)",tanitjob,"go, node.js, r, react"
secrétaire d'administration commerce international ou informatique,Société EL MATAFI TUNISIENNE,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1995765/secrétaire-d-administration-commerce-international-ou-informatique/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à monastir » secrétaire d'administration commerce international ou informatique Administration et recherche des clients de préférence résident à teboulba ou dans les régions proches (moknine , ksar helal ou bekalta) Emploi Tunisie » Offres d'emploi à monastir » secrétaire d'administration commerce international ou informatique",tanitjob,r
Analyste Concepteur COBOL – Mainframe,SATELIANCE,ILE DE FRANCE,,https://www.tanitjobs.com/job/1991587/analyste-concepteur-cobol-mainframe/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Concepteur COBOL – Mainframe Ce que nous offronsFormation COBOL / Mainframe de 3 mois (rémunérée)Un accompagnement personnaliséUne intégration sur des projets durables et stratégiquesUne montée en compétence rapide sur des technologies très demandéesDes perspectives d’évolution vers des postes d’analyste concepteurConnaissance COBOL = gros plus3 ans d’expérience COBOL ? → Démarrage direct en mission (pas de formation nécessaire)Environnement technique (après formation)COBOL (batch et transactionnel)JCLDB2CICS / IMSz/OS (Mainframe IBM)Méthodologies Agile / Cycle en VLocalisationÎle-de-France / Tunisie (selon profil et organisation projet)Pourquoi cette opportunité est intéressante ?Le COBOL reste aujourd’hui au cœur des systèmes critiques (banques, assurances, paiements), avec une forte demande et peu de profils formés. Cette formation vous permet d’acquérir une compétence rare et très valorisée sur le marché. Vous avez :Une formation Bac+3 à Bac+5 en informatiqueUne première expérience en développement (Java, ou autre langage)Une bonne compréhension des bases de programmation (algorithmique, structures de données)Un bon niveau de communication en français (indispensable pour les échanges projet)Vous êtes :Curieux(se) et prêt(e) à apprendre une nouvelle technologieRigoureux(se) et méthodiqueÀ l’aise avec le travail en équipeIntéressé(e) par les environnements critiques (banque, assurance, paiements)A noter : Connaissance COBOL = gros plus3 ans d’expérience COBOL ? → Démarrage direct en mission (pas de formation nécessaire) Emploi Tunisie » Offres d'emploi en Tunisie » Analyste Concepteur COBOL – Mainframe",tanitjob,"agile, go, java, r"
Développeur Full stack senior,RH FORMA CONSULT,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1988720/développeur-full-stack-senior/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Développeur Full stack senior RH Formaconsult recrute pour notre partenaire : Secteur d'activité : l'optimisation logistique Localisation : Grand Tunis Rattachement : Poste rattaché directement au PDG. Effectif : 303 employés au total, dont 3 développeurs actuellement dans le département. Missions et Responsabilités : Concevoir, développer et sécuriser des applications web et mobiles performantes. Maîtriser l'ensemble du cycle de développement (analyse, conception, test, déploiement). Intégrer les API REST et Web Services. Assurer l'optimisation du code, la maintenance évolutive et la documentation technique. Participer à la mise en place des outils DevOps Issu d’école d’ingénieur Expérience et Stabilité Années d'expérience : 6 ans et plus. Stabilité professionnelle : Un minimum de 2 ans de stabilité par poste occupé Compétences Techniques (Hard Skills) Langages : Python, JavaScript. Frameworks : Django, Node.js (Back-end) ; Angular (Web Front-end) ; React Native (Mobile). Bases de données : PostgreSQL, MongoDB. • Outils : Git, GitHub, GitLab, Environnement Linux, notions DevOps. Engagement Communautaire : Une activité réelle et prouvée au sein de la communauté Open Source (GitHub) est demandée. Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Développeur Full stack senior",tanitjob,"angular, django, git, go, java, linux, mongodb, node.js, postgresql, python, r, react"
Développeur PHP/Magento,Axelites,"Centre Urbain Nord, Tunis, Tunisie",,https://www.tanitjobs.com/job/1994726/développeur-php-magento/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Ariana » Développeur PHP/Magento L'aventure AXELITES t'attend ! C'est en 2012 que tout a commencé : Nous sommes une société spécialisée dans le développement de sites web et de logiciels sur mesure pour tous types d’entreprises. Notre mission consiste à accompagner nos clients dans leur transformation digitale grâce à notre gamme complète de services. Nous nous engageons à créer un environnement où chaque collaborateur peut exprimer sa créativité, monter en compétences et atteindre de nouveaux sommets, le tout dans un cadre bienveillant favorisant l'innovation et la prise d'initiative. Nous recherchons actuellement un(e) développeur(se) PHP/MAGENTO pour rejoindre notre équipe. - Minimum 1 an d’expérience en développement PHP / Magento. - Bonne maîtrise de Magento 2, PHP, MySQL et technologies web (HTML, CSS, JS). - Connaissance des bonnes pratiques de développement et de gestion de version (Git). - Excellente communication en français et en anglais - Capacité à travailler en équipe et à communiquer efficacement. - Autonomie, rigueur et sens de l’initiative. Chez AXELITES, nous croyons en la diversité et en l’inclusion : Toutes les candidatures seront étudiées sans distinction de sexe, origine ethnique, âge, état matrimonial, religion ou handicap. Prêt(e) pour l’aventure ? Si vous vous reconnaissez dans cette description et que vous êtes prêt(e) à relever de nouveaux défis, n’attendez plus et postulez ! Faisons connaissance et voyons ensemble comment nous pourrions aller plus loin. Emploi Tunisie » Offres d'emploi à Ariana » Développeur PHP/Magento",tanitjob,"excel, git, mysql, php, r"
Graphic Designer UX/UI,Solution group,"Montplaisir , centre pacha bloc c1ere étage",,https://www.tanitjobs.com/job/1995009/graphic-designer-ux-ui/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Cite El Khadra » Graphic Designer UX/UI ARAMYS GROUP recrute un(e) graphiste qui aura pour missions: - Assurer la prise en charge des étapes du processus de création des collections homme, femme et enfant. - Étudier la tendance et les nouveautés pour chaque saison. - proposition et création de visuels, d’imprimés, de créations broderie, en fonction des thèmes définis. - Réalisation du dossier technique et déclinaison pour chaque gamme coloris ; - Créer des imprimés graphiques all over. - Contrôle des visuels au niveau des prototypes. - Créer les éléments de packaging et de labelling. Diplômé(e) d'une école de graphisme. Vous maîtrisez la suite Adobe (Illustrator et Photoshop). Emploi Tunisie » Offres d'emploi à Cite El Khadra » Graphic Designer UX/UI",tanitjob,r
consultant fonctionnel Odoo (CFO023),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",,https://www.tanitjobs.com/job/1993850/consultant-fonctionnel-odoo-cfo023/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Ariana » consultant fonctionnel Odoo (CFO023) Smart Conseil est un cabinet de conseil spécialisé dans l’intégration de solutions ERP et l’accompagnement des entreprises dans leur transformation digitale. Dans le cadre de notre développement, nous recrutons un(e) Consultant(e) Fonctionnel(le) Odoo. Missions principales Emploi Tunisie » Offres d'emploi à Ariana » consultant fonctionnel Odoo (CFO023)",tanitjob,"git, r"
Data Engineer / Python Developer,BasisPoint,"Sousse, Sousse, Tunisie",,https://www.tanitjobs.com/job/1999047/data-engineer-python-developer/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à ,sousse » Data Engineer / Python Developer BasisPointSquared is the research and development arms of an international Fintech specialising in Investment Portfolio Management. The company is based in Sousse. BasisPointSquared is currently looking to hire a number of roles to strengthen its development capabilities. As a Data Scientist, you should be highly analytical with a passion for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data and offering solutions. This role offers the chance to be involved in the full development cycle—from design and data collection to the delivery of cutting-edge projects in modern investment management tools. Roles and responsibilities Emploi Tunisie » Offres d'emploi à ,sousse » Data Engineer / Python Developer",tanitjob,"python, r"
Stage Pré-Embauche Payé – Assistante Commerciale & Marketing,CAEI Compay Group,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1994537/stage-pré-embauche-payé-assistante-commerciale-marketing/?backPage=&searchID=1776969910.0414,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Stage Pré-Embauche Payé – Assistante Commerciale & Marketing Description : Vous êtes motivé(e), dynamique et souhaitez acquérir une expérience enrichissante dans le domaine commercial et marketing ? Rejoignez notre équipe ! Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Stage Pré-Embauche Payé – Assistante Commerciale & Marketing",tanitjob,"go, r"
Deutschsprachiger Sachbearbeiter / deutschsprachige Sachbearbeiterin,Tessi Tunis,"Charguia 1, Ariana, Tunis",,https://www.tanitjobs.com/job/1997227/deutschsprachiger-sachbearbeiter-deutschsprachige-sachbearbeiterin/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à Tunis » Deutschsprachiger Sachbearbeiter / deutschsprachige Sachbearbeiterin Tessi ist ein internationaler Akteur im Bereich der Business Process Outsourcing (BPO). Wir begleiten Unternehmen und öffentliche Einrichtungen bei der Bewältigung ihrer digitalen Transformation, indem wir ihre Geschäftsprozesse und das Kundenbeziehungsmanagement optimieren. Unsere Vision ist der Kundensinn mit dem Ziel, die Benutzererfahrung zu verbessern, indem wir die am besten geeigneten Lösungen und Technologien für die jeweiligen Herausforderungen kombinieren und uns auf das menschliche Fachwissen unserer Teams stützen. Tessi ist in mehr als 15 Ländern weltweit vertreten, beschäftigt 13.000 Mitarbeiter und erzielte 2022 einen Umsatz von 513 Millionen Euro. Sie suchen ein Unternehmen, das Innovation in den Mittelpunkt seiner Aktivitäten stellt? Gemeinsam entwickeln wir mutige Lösungen, um die Leistungsfähigkeit unserer Kunden zu verbessern. Durch seine Einstellungspolitik fördert Tessi aktiv Vielfalt und berufliche Gleichstellung. Tessi Tunis, eine Tochtergesellschaft der Tessi-Gruppe, sucht einen deutschsprachigen/ eine deutschsprachige Sachbearbeiterin Aufgabenbereich (Zweck der Stelle): Als SachbearbeitrIn arbeiten Sie eng mit unseren Teammanagern zusammen und nutzen die von unserem Center bereitgestellten IT-Werkzeuge zur Verarbeitung der Daten unserer Partnerkunden. Verantwortlichkeiten: - Gewährleistung einer den qualitativen Vorgaben des Kunden entsprechenden Arbeitsweise - Verarbeitung von Kundendaten unter Einhaltung der Verfahren und Erfassungsregeln - Überprüfung der Gültigkeit der Informationen bei der Erfassung und Korrektur von Fehlern - Einhaltung der vorgegebenen Zeitvorgaben - Anwendung aller Verfahren und Regeln im Zusammenhang mit Informationssicherheit und Schutz personenbezogener Daten. - Höhere Bildung: Abitur oder gleichwertiges Diplom (Berufsausbildung, Tunesisches Techniker-Diplom) - Fundierte Deutschkenntnisse in Wort und Schrift - Der Bewerber muss ein nachgewiesenes mindestens B1-Niveau in Deutsch vorweisen können (zertifiziert durch Telc, ÖSD oder Goethe) oder vorzugsweise einen Bachelor-Abschluss in deutscher Sprache einer tunesischen Hochschule besitzen. - Erfahrung: Sicherer Umgang mit Computerhardware - Fähigkeit zur Übertragung und zum Verständnis von zu bearbeitenden Dokumenten - Lesen und Auswerten von Dokumenten in deutscher Sprache Emploi Tunisie » Offres d'emploi à Tunis » Deutschsprachiger Sachbearbeiter / deutschsprachige Sachbearbeiterin",tanitjob,"git, go, r"
Backend-Focused Full-Stack Engineer — Real-Time Transactional Platform (Remote / Tunisia),AuraNova,Tunisie,,https://www.tanitjobs.com/job/1991670/backend-focused-full-stack-engineer-real-time-transactional-platform-remote-tunisia/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi en Tunisie » Backend-Focused Full-Stack Engineer — Real-Time Transactional Platform (Remote / Tunisia) We are developing a real-time event participation system involving limited-capacity sessions, deterministic selection logic, and user balances. This is not a content website and not a UI-heavy project. The primary challenge is correctness under concurrency: preventing duplicate actions, inconsistent state, and financial discrepancies. If your experience is mainly CRUD dashboards or landing pages, this role is likely not suitable. Required Competencies Preferred Experience The platform handles user balances. Incorrect logic directly creates financial loss. We prioritize correctness over speed of delivery. You should be comfortable reasoning about failure cases before coding. Emploi Tunisie » Offres d'emploi en Tunisie » Backend-Focused Full-Stack Engineer — Real-Time Transactional Platform (Remote / Tunisia)",tanitjob,r
Développeur Full stack senior,RH FORMA CONSULT,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1988720/développeur-full-stack-senior/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Développeur Full stack senior RH Formaconsult recrute pour notre partenaire : Secteur d'activité : l'optimisation logistique Localisation : Grand Tunis Rattachement : Poste rattaché directement au PDG. Effectif : 303 employés au total, dont 3 développeurs actuellement dans le département. Missions et Responsabilités : Concevoir, développer et sécuriser des applications web et mobiles performantes. Maîtriser l'ensemble du cycle de développement (analyse, conception, test, déploiement). Intégrer les API REST et Web Services. Assurer l'optimisation du code, la maintenance évolutive et la documentation technique. Participer à la mise en place des outils DevOps Issu d’école d’ingénieur Expérience et Stabilité Années d'expérience : 6 ans et plus. Stabilité professionnelle : Un minimum de 2 ans de stabilité par poste occupé Compétences Techniques (Hard Skills) Langages : Python, JavaScript. Frameworks : Django, Node.js (Back-end) ; Angular (Web Front-end) ; React Native (Mobile). Bases de données : PostgreSQL, MongoDB. • Outils : Git, GitHub, GitLab, Environnement Linux, notions DevOps. Engagement Communautaire : Une activité réelle et prouvée au sein de la communauté Open Source (GitHub) est demandée. Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Développeur Full stack senior",tanitjob,"angular, django, git, go, java, linux, mongodb, node.js, postgresql, python, r, react"
Informaticien,JMCS JM CONSULTING ET SERVICES,"Sousse, Sousse , Tunisie",,https://www.tanitjobs.com/job/1993725/informaticien/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à ,sousse » Informaticien Le poste intègre également une dimension stratégique autour de l’intelligence artificielle, notamment la conception et l’intégration d’agents IA dans nos processus métiers. Missions principales Maintenance et optimisation Développement et évolution Intégration de solutions IA Compétences techniques requises Langages & environnements (selon votre stack) Intelligence artificielle (fortement valorisé) Atouts complémentaires Emploi Tunisie » Offres d'emploi à ,sousse » Informaticien",tanitjob,r
Expert Senior LCBFT (AML)-KYC & KYB,Tessi Tunis,"Charguia, Ariana, Tunisie",,https://www.tanitjobs.com/job/2000011/expert-senior-lcbft-aml-kyc-kyb/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à Tunis » Expert Senior LCBFT (AML)-KYC & KYB Tessi est un acteur international du Business Process Outsourcing (BPO). Nous accompagnons les entreprises et les institutions publiques à gérer leur transformation digitale en optimisant leurs processus métier et la gestion de l'expérience client. Notre vision, c'est le sens du client, avec pour objectif de fluidifier les parcours utilisateurs, en associant les solutions et les technologies les plus adaptées à leurs enjeux et en nous appuyant sur l'expertise humaine de nos équipes. Présent dans plus de 15 pays à travers le monde, Tessi compte 13 000 employés et a réalisé un chiffre d'affaires de 513 M€ en 2022. Vous recherchez une entreprise qui place l'innovation au cœur de ses activités ? Ensemble, créons des solutions audacieuses pour améliorer la performance de nos clients. Vous disposez d’une expérience avérée dans la banque / service financiers sur des sujets KYC ou AML ? Au travers de ses recrutements, Tessi cultive une politique en faveur de la diversité et de l'égalité professionnelle. Tessi Tunis, Filiale du Groupe Tessi recrute un (e) Expert Senior LCBFT (AML) Finalité de l’emploi : En tant qu’Expert Senior LCBFT (AML), avec une expérience avérée en matière de lutte contre le blanchiment d'argent et le financement du terrorisme (LCB-FT) pour des KYC/KYB et connaissance des cadres juridiques et réglementaires (au moins 4 ans). Vous travaillerez en étroite collaboration avec les équipes LCB-FT, pour accompagner la montée en charge des équipes et être le point d’entrée principal du client sur le site. Emploi Tunisie » Offres d'emploi à Tunis » Expert Senior LCBFT (AML)-KYC & KYB",tanitjob,"git, r"
Android Developer,Streamwide,"Les berges du lac, Tunis, Tunisie",,https://www.tanitjobs.com/job/1985782/android-developer/?backPage=&searchID=1776970082.1285,Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Android Developer Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Android Developer,tanitjob,"go, r"
Stage fullstack sw dev 3-4 mois - Remote- For graduated and non graduated,AutoApp Solutions,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1994000/stage-fullstack-sw-dev-3-4-mois-remote-for-graduated-and-non-graduated/?backPage=&searchID=1776970082.1285,Emploi Tunisie » Offres d'emploi en Tunisie » Stage fullstack sw dev 3-4 mois - Remote- For graduated and non graduated AutoApp Solutions is looking for motivated and skilled Fullstack Software Developer interns with knowledge of Spring Boot and React. This internship is a great opportunity to strengthen your technical skills and contribute to an interesting production project. Emploi Tunisie » Offres d'emploi en Tunisie » Stage fullstack sw dev 3-4 mois - Remote- For graduated and non graduated,tanitjob,"r, react, spring"
CUSTOMER SUCCESS MANAGER,RH PRO PLUS,Tunis,,https://www.tanitjobs.com/job/1993762/customer-success-manager/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » CUSTOMER SUCCESS MANAGER Leader international dans le domaine des solutions SaaS dédiées à la digitalisation des systèmes de management : QHSE, performance organisationnelle, RSE…etc. Notre groupe accompagne des entreprises dans plus de 40 pays dans l’optimisation et la modernisation de leurs processus. Dans un contexte de développement, de forte croissance et afin de renforcer notre équipe et accompagner nos clients dans l’adoption et l’optimisation de nos solutions logicielles, nous cherchons à recruter : CUSTOMER SUCCESS MANAGER Rattaché au Pôle des Opérations Business, vous êtes responsable de la satisfaction, de l’adoption et de la fidélisation d’un portefeuille clients. Vous les accompagnez dans l’utilisation de la solution afin de maximiser la valeur apportée, tout en identifiant des opportunités de développement. Pour cela, vous accompagnez les clients dans la prise en main de la solution et assurez une adoption rapide des fonctionnalités, comprenez leurs besoins et les assistez dans l’optimisation de leurs processus, suivez la santé des comptes clients, anticipez les risques de churn et assurez le renouvellement des contrats, identifiez des opportunités d’upsell et de ventes additionnelles, remontez les retours clients aux équipes produit pour contribuer à l’amélioration continue de la solution et suivez les indicateurs clés de performance liés à l’adoption et à la satisfaction client. De Formation Licence ou Master en Commerce, en Marketing, en Management de la Qualité ou dans un domaine connexe. Vous attestez d’au moins 3 années d’expérience dans un poste similaire (Pre-Sales Engineer ou Consultant, Customer Success, Account Management ou relation client) dans un environnement SaaS. Dotés d’excellentes aptitudes relationnelles, d’un sens aigu du service client et d’une aisance avec les outils digitaux et les CRM. Votre français est courant et votre anglais est bon. Excellente communication, Perspicacité, Orientation Client et Performance sont vos gages de réussite dans la position. Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » CUSTOMER SUCCESS MANAGER",tanitjob,"excel, git, go, r"
Software Engineer — AI & Backend Infrastructure,CSA International,"El Menzah 9, Ariana, Tunisie",,https://www.tanitjobs.com/job/1993747/software-engineer-ai-backend-infrastructure/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à Ariana » Software Engineer — AI & Backend Infrastructure Kudra.ai · Intelligent Document Processing Platform Kudra.ai is the intelligent document processing platform powering production AI pipelines for insurance underwriting, financial services, trade finance, and the MENA region. We help enterprises extract structured, semantically enriched data from complex documents — from ACORD forms to Arabic-language contracts — so their AI agents and RAG systems actually work in production. We're a small, high-velocity team building systems that handle scale. Python, FastAPI, DjangoGo, SQL, LLM Integration, RAG Pipelines, Haystack NLP / Entity Extraction, Prompt Engineering, AWS Lambda, GCP Cloud Run, Docker, Kubernetes, Redis, Apache Airflow, Elasticsearch, React / Angular, pytest / Selenium Send your CV, GitHub profile, and a short note on a production system you've built or optimized. Open-source contributions and benchmarks are a plus. Emploi Tunisie » Offres d'emploi à Ariana » Software Engineer — AI & Backend Infrastructure",tanitjob,"airflow, angular, apache, aws, django, docker, elasticsearch, gcp, git, go, kubernetes, python, r, react, redis, sql"
Data Lead Senior,Databiz,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/2000366/data-lead-senior/?backPage=&searchID=1776970082.1285,"Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Data Lead Senior Dans le cadre du développement de ses activités, Databiz filiale d'autobiz (groupe Stellantis) recherche un Lead Data sénior. Si vous êtes prêt à contribuer et à créer de la valeur pour la mobilité plus propre et plus intelligente de demain, Databiz est l'endroit où il faut être. Créée en 2004, AUTOBIZ est une société européenne, ayant aujourd’hui ses bureaux à Paris, Valence, Milan et Berlin. Elle compte aujourd’hui 200+ collaborateurs et fait partie des trois 1ers fournisseurs de valeurs de marché au monde du secteur automobile. Spécialisée dans la conception d’outils de données en temps réel, la société déploie, pour le compte de ses clients (constructeurs automobiles, concessionnaires, assureurs, loueurs longue durée) une large gamme de services/ solutions de pilotage et d’aide à la décision pour le secteur automobile. Le groupe automobile PSA (Peugeot-Citroën) est entré au capital de l’entreprise en 2017. Cette collaboration renforce la position d’AUTOBIZ sur le marché automobile à l’international et lui permet de développer de nouvelles solutions au quotidien. Dans le cadre de notre forte croissance et de la structuration du pôle Data, nous recherchons un(e) Lead Data Sénior pour piloter l’architecture technique, encadrer l’équipe Data et contribuer à l’innovation autour de la data et de l’IA. Leadership technique & architecture : Encadrement & montée en compétence : Pilotage des projets : Capitalisation & gouvernance : Innovation & veille : Formation & expérience : Compétences techniques : Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Data Lead Senior",tanitjob,"go, r"
